num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster
653.0,121.0,571.0,3000.0,14000.0,333130696.0,1097.0,170000000.0,2014.0,14000.0,8.1,2.35,96000.0,682155.0,32438.0,3.0
712.0,169.0,22000.0,6000.0,11000.0,187991439.0,2725.0,165000000.0,2014.0,11000.0,8.6,2.35,349000.0,928227.0,31488.0,1.0
642.0,148.0,22000.0,23000.0,29000.0,292568851.0,2803.0,160000000.0,2010.0,27000.0,8.8,2.35,175000.0,1468200.0,81115.0,0.0
187.0,106.0,357.0,4000.0,23000.0,144512310.0,988.0,38000000.0,2001.0,14000.0,6.7,2.35,14000.0,272223.0,45327.0,2.0
362.0,166.0,21000.0,919.0,11000.0,127490802.0,822.0,150000000.0,2008.0,1000.0,7.8,2.35,23000.0,459346.0,13333.0,2.0
500.0,132.0,905.0,1000.0,34000.0,146405371.0,698.0,160000000.0,2011.0,13000.0,7.8,2.35,54000.0,518537.0,50983.0,3.0
389.0,137.0,508.0,14000.0,34000.0,281666058.0,383.0,160000000.0,2015.0,22000.0,6.6,2.35,38000.0,166137.0,81385.0,1.0
235.0,109.0,226.0,370.0,12000.0,63143812.0,238.0,150000000.0,2010.0,418.0,6.1,2.35,11000.0,124185.0,13388.0,0.0
231.0,98.0,249.0,702.0,87000.0,60655503.0,629.0,160000000.0,2006.0,2000.0,5.6,2.35,0.0,82380.0,92456.0,0.0
218.0,113.0,33.0,11000.0,40000.0,76846624.0,131.0,170000000.0,2016.0,25000.0,6.4,1.85,30000.0,21352.0,80806.0,1.0
227.0,93.0,50.0,692.0,3000.0,320706665.0,326.0,160000000.0,2007.0,795.0,6.1,1.85,0.0,211971.0,4705.0,2.0
275.0,123.0,0.0,648.0,3000.0,46978995.0,781.0,160000000.0,2016.0,716.0,7.3,2.35,89000.0,111609.0,5505.0,0.0
474.0,126.0,230.0,2000.0,24000.0,89732035.0,867.0,155000000.0,2015.0,10000.0,6.6,2.35,82000.0,188457.0,38873.0,2.0
228.0,113.0,150.0,59.0,531.0,104383624.0,227.0,155000000.0,2010.0,82.0,6.3,1.78,11000.0,106446.0,764.0,4.0
191.0,184.0,0.0,691.0,3000.0,198539855.0,1999.0,140000000.0,2001.0,961.0,6.1,2.35,0.0,254111.0,5401.0,0.0
396.0,144.0,0.0,581.0,662.0,318759914.0,1782.0,150000000.0,2007.0,599.0,7.1,2.35,8000.0,513158.0,2333.0,0.0
248.0,206.0,0.0,591.0,12000.0,34293771.0,1390.0,155000000.0,2004.0,11000.0,5.5,2.35,0.0,138863.0,24598.0,3.0
329.0,138.0,282.0,687.0,21000.0,292000866.0,1108.0,150000000.0,2007.0,11000.0,7.5,2.35,0.0,355137.0,33433.0,3.0
295.0,157.0,179.0,10000.0,21000.0,289994397.0,1896.0,150000000.0,2005.0,11000.0,7.6,2.35,0.0,385670.0,53413.0,1.0
318.0,102.0,532.0,979.0,10000.0,227946274.0,590.0,150000000.0,2008.0,9000.0,6.4,2.35,0.0,343648.0,21584.0,0.0
323.0,104.0,508.0,558.0,10000.0,256386216.0,1413.0,150000000.0,2007.0,1000.0,7.2,2.35,11000.0,530870.0,13076.0,0.0
276.0,115.0,13000.0,588.0,40000.0,206456431.0,1361.0,150000000.0,2005.0,16000.0,6.7,1.85,0.0,320284.0,57844.0,3.0
318.0,111.0,663.0,954.0,1000.0,206435493.0,626.0,150000000.0,2007.0,1000.0,8.0,2.35,10000.0,473887.0,4764.0,0.0
478.0,128.0,22000.0,11000.0,23000.0,205343774.0,2685.0,150000000.0,2005.0,14000.0,8.3,2.35,15000.0,980946.0,59558.0,0.0
167.0,89.0,35.0,436.0,1000.0,179982968.0,119.0,150000000.0,2008.0,851.0,6.7,1.85,0.0,146019.0,3285.0,0.0
185.0,105.0,189.0,1000.0,49000.0,177243721.0,209.0,150000000.0,2009.0,3000.0,5.9,2.35,2000.0,130272.0,54039.0,2.0
350.0,119.0,151.0,2000.0,20000.0,179883016.0,641.0,150000000.0,2009.0,16000.0,6.7,2.35,0.0,361924.0,40054.0,0.0
245.0,129.0,0.0,233.0,309.0,139259759.0,2121.0,150000000.0,2003.0,269.0,6.7,2.35,0.0,364948.0,1062.0,0.0
406.0,102.0,69.0,490.0,1000.0,400736600.0,904.0,150000000.0,2013.0,523.0,7.6,2.24,58000.0,421658.0,2582.0,0.0
275.0,138.0,0.0,30.0,234.0,281492479.0,2789.0,150000000.0,2003.0,198.0,7.2,2.35,0.0,421818.0,534.0,0.0
486.0,112.0,230.0,12000.0,26000.0,206360018.0,532.0,170000000.0,2013.0,20000.0,7.1,2.35,63000.0,414070.0,59803.0,3.0
739.0,120.0,750.0,943.0,27000.0,153629485.0,1588.0,150000000.0,2015.0,9000.0,8.1,2.35,191000.0,552503.0,40025.0,0.0
298.0,146.0,2000.0,294.0,15000.0,133375846.0,435.0,150000000.0,2009.0,745.0,6.7,2.35,0.0,207839.0,16948.0,2.0
516.0,115.0,0.0,12000.0,26000.0,181015141.0,738.0,150000000.0,2011.0,20000.0,7.0,2.35,63000.0,536314.0,60059.0,1.0
225.0,96.0,59.0,699.0,17000.0,114053579.0,178.0,150000000.0,2008.0,759.0,6.9,1.85,0.0,146766.0,20007.0,0.0
145.0,88.0,12.0,182.0,730.0,119420252.0,90.0,150000000.0,2009.0,607.0,5.1,2.35,0.0,33042.0,2217.0,0.0
310.0,99.0,473.0,502.0,14000.0,83640426.0,253.0,150000000.0,2012.0,897.0,5.8,1.85,19000.0,152826.0,16184.0,0.0
526.0,113.0,13000.0,16000.0,40000.0,79711678.0,479.0,100000000.0,2012.0,17000.0,6.2,1.85,82000.0,199039.0,80849.0,7.0
465.0,131.0,188.0,641.0,10000.0,195000874.0,440.0,150000000.0,2015.0,10000.0,7.4,2.35,47000.0,232187.0,21840.0,0.0
357.0,119.0,394.0,162.0,12000.0,61937495.0,432.0,150000000.0,2010.0,490.0,5.8,1.85,0.0,89442.0,13071.0,0.0
194.0,91.0,58.0,826.0,2000.0,126597121.0,206.0,150000000.0,2007.0,852.0,6.2,1.85,0.0,105902.0,6576.0,0.0
284.0,90.0,90.0,15.0,11000.0,165230261.0,209.0,150000000.0,2011.0,10000.0,7.3,2.35,20000.0,182718.0,21015.0,0.0
280.0,103.0,0.0,346.0,1000.0,131564731.0,1382.0,150000000.0,2010.0,756.0,4.2,2.35,18000.0,118951.0,2857.0,0.0
310.0,124.0,14000.0,979.0,22000.0,133382309.0,871.0,150000000.0,2006.0,10000.0,6.9,2.35,0.0,256695.0,34817.0,0.0
339.0,131.0,776.0,256.0,17000.0,73103784.0,434.0,150000000.0,2013.0,551.0,6.4,2.35,33000.0,164238.0,18204.0,2.0
132.0,88.0,25.0,433.0,921.0,21379315.0,112.0,150000000.0,2011.0,562.0,5.4,2.35,0.0,17590.0,2652.0,0.0
135.0,85.0,42.0,586.0,20000.0,64459316.0,122.0,149000000.0,2006.0,14000.0,6.7,1.85,0.0,85086.0,35161.0,0.0
256.0,111.0,456.0,394.0,20000.0,34964818.0,186.0,150000000.0,2015.0,548.0,5.8,2.35,24000.0,39956.0,21393.0,4.0
196.0,92.0,50.0,517.0,3000.0,111505642.0,130.0,145000000.0,2014.0,1000.0,6.9,1.85,11000.0,47900.0,5810.0,2.0
220.0,196.0,249.0,844.0,11000.0,133228348.0,1694.0,175000000.0,2004.0,5000.0,7.2,2.35,0.0,381672.0,17944.0,2.0
211.0,93.0,35.0,436.0,851.0,216366733.0,154.0,145000000.0,2012.0,770.0,6.9,1.85,17000.0,119213.0,2444.0,0.0
264.0,133.0,93.0,746.0,769.0,160201106.0,1185.0,142000000.0,2002.0,766.0,6.1,2.35,0.0,169914.0,2538.0,0.0
464.0,116.0,176.0,322.0,783.0,118099659.0,1211.0,144000000.0,2016.0,370.0,5.5,2.35,62000.0,69757.0,2097.0,4.0
167.0,153.0,0.0,537.0,13000.0,201573391.0,1171.0,140000000.0,1998.0,12000.0,6.6,2.35,11000.0,322395.0,26029.0,0.0
208.0,88.0,188.0,826.0,10000.0,190418803.0,606.0,140000000.0,2002.0,3000.0,6.1,1.85,2000.0,270207.0,14823.0,2.0
287.0,115.0,0.0,964.0,18000.0,82161969.0,505.0,150000000.0,2007.0,12000.0,6.3,2.35,3000.0,142440.0,31523.0,1.0
210.0,95.0,5.0,967.0,24000.0,143523463.0,145.0,145000000.0,2016.0,11000.0,7.2,2.35,24000.0,64322.0,36095.0,0.0
432.0,133.0,663.0,690.0,10000.0,209364921.0,512.0,145000000.0,2011.0,10000.0,7.4,2.35,35000.0,365104.0,21768.0,3.0
256.0,97.0,52.0,161.0,20000.0,103400692.0,174.0,145000000.0,2012.0,315.0,7.3,1.85,25000.0,123553.0,20645.0,0.0
135.0,90.0,23.0,233.0,957.0,110332737.0,258.0,100000000.0,2005.0,550.0,6.1,2.35,2000.0,110788.0,1997.0,1.0
190.0,154.0,380.0,445.0,10000.0,111110575.0,928.0,140000000.0,2003.0,956.0,7.7,2.35,0.0,317166.0,11945.0,1.0
314.0,150.0,0.0,748.0,23000.0,65007045.0,657.0,140000000.0,2014.0,893.0,6.1,2.35,51000.0,128682.0,26490.0,0.0
518.0,127.0,14000.0,981.0,26000.0,257704099.0,1559.0,150000000.0,2009.0,12000.0,8.0,2.35,19000.0,504419.0,39284.0,0.0
291.0,121.0,0.0,4000.0,24000.0,403706375.0,2012.0,139000000.0,2002.0,11000.0,7.3,1.85,5000.0,544665.0,40484.0,0.0
292.0,102.0,255.0,953.0,18000.0,176997107.0,343.0,145000000.0,2014.0,3000.0,7.9,2.35,46000.0,221128.0,23378.0,5.0
184.0,126.0,295.0,284.0,18000.0,31141074.0,273.0,140000000.0,2016.0,934.0,5.5,2.35,24000.0,51892.0,19769.0,4.0
145.0,121.0,357.0,653.0,820.0,31704416.0,388.0,135000000.0,2005.0,780.0,5.0,2.35,0.0,45455.0,2705.0,0.0
451.0,215.0,0.0,413.0,986.0,107503316.0,1229.0,130000000.0,2009.0,745.0,7.7,2.35,18000.0,392474.0,2530.0,1.0
141.0,127.0,503.0,91.0,5000.0,129734803.0,287.0,140000000.0,1998.0,808.0,6.6,2.35,0.0,127497.0,6171.0,2.0
267.0,138.0,0.0,258.0,820.0,132122995.0,1445.0,137000000.0,2003.0,300.0,5.7,1.85,0.0,212106.0,1814.0,0.0
351.0,122.0,209.0,934.0,17000.0,122512052.0,288.0,130000000.0,2013.0,12000.0,5.8,2.35,42000.0,146352.0,31958.0,6.0
163.0,124.0,42.0,848.0,11000.0,68642452.0,463.0,130000000.0,2005.0,973.0,6.0,2.35,0.0,77673.0,13073.0,3.0
166.0,106.0,6.0,422.0,12000.0,32131830.0,788.0,137000000.0,2001.0,2000.0,6.4,1.85,0.0,72259.0,15015.0,1.0
510.0,124.0,394.0,2000.0,11000.0,176636816.0,679.0,140000000.0,2011.0,3000.0,6.9,2.35,46000.0,508818.0,19761.0,0.0
197.0,128.0,150.0,244.0,766.0,126930660.0,683.0,135000000.0,1999.0,536.0,6.4,2.35,2000.0,157519.0,2037.0,2.0
244.0,138.0,608.0,168.0,613.0,93926386.0,684.0,150000000.0,2003.0,172.0,7.4,2.35,0.0,168207.0,1205.0,1.0
322.0,115.0,386.0,12000.0,21000.0,292298923.0,329.0,120000000.0,2012.0,17000.0,5.5,2.35,65000.0,185394.0,59177.0,3.0
156.0,100.0,750.0,988.0,49000.0,63992328.0,79.0,135000000.0,2011.0,11000.0,5.9,2.35,0.0,32399.0,62644.0,0.0
354.0,135.0,255.0,882.0,3000.0,134518390.0,643.0,150000000.0,2008.0,1000.0,6.8,2.35,0.0,326286.0,5811.0,0.0
252.0,117.0,14000.0,358.0,535.0,52792307.0,106.0,140000000.0,2016.0,400.0,6.8,2.35,27000.0,12572.0,1950.0,0.0
556.0,156.0,0.0,733.0,29000.0,183635922.0,1188.0,135000000.0,2015.0,27000.0,8.1,2.35,190000.0,406020.0,57108.0,0.0
166.0,96.0,13.0,463.0,16000.0,83024900.0,90.0,135000000.0,2013.0,881.0,6.5,2.35,13000.0,62424.0,17416.0,0.0
362.0,107.0,563.0,939.0,40000.0,123207194.0,337.0,135000000.0,2011.0,1000.0,7.2,2.35,26000.0,183208.0,43291.0,0.0
153.0,92.0,35.0,179.0,19000.0,83348920.0,118.0,132000000.0,2014.0,411.0,6.7,1.85,11000.0,60230.0,19963.0,0.0
329.0,115.0,521.0,883.0,13000.0,227137090.0,820.0,110000000.0,2007.0,897.0,8.1,2.35,0.0,491077.0,17369.0,0.0
266.0,92.0,54.0,562.0,11000.0,215395021.0,360.0,130000000.0,2008.0,967.0,7.6,2.35,6000.0,307029.0,12754.0,0.0
517.0,117.0,235.0,680.0,2000.0,180191634.0,549.0,130000000.0,2015.0,2000.0,7.4,1.85,61000.0,313866.0,5730.0,6.0
502.0,146.0,508.0,523.0,34000.0,424645577.0,706.0,130000000.0,2013.0,14000.0,7.6,2.35,82000.0,498397.0,49355.0,1.0
165.0,94.0,12.0,183.0,17000.0,177343675.0,214.0,135000000.0,2015.0,523.0,6.7,1.85,26000.0,70121.0,17883.0,0.0
401.0,116.0,14000.0,807.0,10000.0,234277056.0,2741.0,132000000.0,2005.0,1000.0,6.5,1.85,0.0,334345.0,12758.0,0.0
94.0,147.0,0.0,877.0,10000.0,138396624.0,511.0,130000000.0,2003.0,898.0,6.6,2.35,0.0,178126.0,12954.0,1.0
246.0,90.0,50.0,397.0,4000.0,149234747.0,137.0,130000000.0,2011.0,442.0,6.7,2.35,16000.0,114287.0,5046.0,0.0
330.0,101.0,176.0,282.0,11000.0,118311368.0,514.0,110000000.0,2010.0,702.0,6.4,2.35,23000.0,245621.0,12406.0,1.0
