num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
315.0,194.0,0.0,794.0,29000.0,658672302.0,2528.0,200000000.0,1997.0,14000.0,7.7,2.35,26000.0
516.0,147.0,94.0,11000.0,21000.0,407197282.0,1022.0,250000000.0,2016.0,19000.0,8.2,2.35,72000.0
377.0,131.0,532.0,627.0,14000.0,65173160.0,751.0,209000000.0,2012.0,10000.0,5.9,2.35,44000.0
644.0,124.0,365.0,1000.0,3000.0,652177271.0,1290.0,150000000.0,2015.0,2000.0,7.0,2.0,150000.0
750.0,143.0,0.0,393.0,883.0,304360277.0,1498.0,200000000.0,2012.0,563.0,7.8,2.35,80000.0
300.0,135.0,0.0,4000.0,24000.0,373377893.0,1303.0,200000000.0,2004.0,11000.0,7.3,2.35,0.0
608.0,195.0,1000.0,3000.0,21000.0,408992272.0,1187.0,200000000.0,2013.0,4000.0,7.2,2.35,95000.0
451.0,108.0,13000.0,11000.0,40000.0,334185206.0,736.0,200000000.0,2010.0,25000.0,6.5,1.85,24000.0
334.0,104.0,420.0,560.0,20000.0,234360014.0,1912.0,210000000.0,2006.0,808.0,6.8,2.35,0.0
376.0,104.0,37.0,760.0,12000.0,268488329.0,265.0,200000000.0,2013.0,779.0,7.3,1.85,44000.0
366.0,150.0,0.0,464.0,894.0,402076689.0,1439.0,200000000.0,2009.0,581.0,6.0,2.35,0.0
378.0,165.0,0.0,808.0,974.0,245428137.0,918.0,210000000.0,2014.0,956.0,5.7,2.35,56000.0
525.0,130.0,0.0,11000.0,44000.0,234903076.0,511.0,215000000.0,2013.0,15000.0,6.4,2.35,60000.0
495.0,142.0,464.0,825.0,15000.0,202853933.0,1067.0,200000000.0,2014.0,10000.0,6.7,2.35,41000.0
469.0,125.0,364.0,1000.0,12000.0,172051787.0,665.0,170000000.0,2010.0,10000.0,6.8,2.35,30000.0
304.0,106.0,487.0,776.0,1000.0,191450875.0,283.0,200000000.0,2011.0,919.0,6.3,2.35,10000.0
436.0,123.0,258.0,326.0,16000.0,116593191.0,550.0,200000000.0,2011.0,368.0,5.6,2.35,24000.0
453.0,103.0,125.0,721.0,15000.0,414984497.0,733.0,200000000.0,2010.0,1000.0,8.3,1.85,30000.0
422.0,118.0,368.0,988.0,23000.0,125320003.0,974.0,200000000.0,2009.0,3000.0,6.6,2.35,0.0
424.0,140.0,0.0,14000.0,26000.0,350034110.0,657.0,190000000.0,2015.0,23000.0,7.2,2.35,94000.0
654.0,123.0,395.0,1000.0,17000.0,202351611.0,995.0,190000000.0,2013.0,11000.0,7.0,2.35,129000.0
539.0,149.0,0.0,20000.0,34000.0,233914986.0,752.0,200000000.0,2014.0,22000.0,8.0,2.35,82000.0
590.0,132.0,14000.0,928.0,19000.0,228756232.0,1171.0,190000000.0,2013.0,981.0,7.8,2.35,92000.0
338.0,114.0,0.0,140.0,979.0,65171860.0,205.0,195000000.0,2013.0,557.0,6.3,2.35,22000.0
490.0,143.0,1000.0,77.0,29000.0,144812796.0,753.0,105000000.0,2013.0,509.0,7.3,2.35,115000.0
306.0,116.0,179.0,236.0,15000.0,90755643.0,453.0,200000000.0,2010.0,567.0,6.6,2.35,23000.0
575.0,131.0,0.0,919.0,16000.0,101785482.0,1106.0,190000000.0,2013.0,968.0,7.0,1.85,83000.0
428.0,154.0,0.0,581.0,894.0,352358779.0,899.0,195000000.0,2011.0,829.0,6.3,2.35,46000.0
470.0,122.0,14000.0,1000.0,11000.0,317011114.0,2054.0,185000000.0,2008.0,1000.0,6.2,2.35,5000.0
298.0,93.0,113.0,113.0,275.0,123070338.0,345.0,0.0,2015.0,150.0,6.8,2.35,20000.0
488.0,93.0,56.0,838.0,2000.0,237282182.0,428.0,185000000.0,2012.0,1000.0,7.2,2.35,39000.0
322.0,122.0,681.0,105.0,998.0,130468626.0,432.0,185000000.0,2016.0,119.0,7.5,2.35,30000.0
421.0,98.0,475.0,522.0,1000.0,223806889.0,1043.0,180000000.0,2008.0,729.0,8.4,2.35,16000.0
162.0,91.0,420.0,173.0,268.0,140080850.0,221.0,140000000.0,2007.0,268.0,6.2,2.35,0.0
367.0,158.0,776.0,310.0,1000.0,166112167.0,1055.0,200000000.0,2009.0,468.0,5.8,2.35,13000.0
240.0,96.0,0.0,10000.0,18000.0,137850096.0,249.0,200000000.0,2009.0,14000.0,6.8,2.35,0.0
384.0,127.0,0.0,13000.0,17000.0,47375327.0,720.0,176000000.0,2015.0,15000.0,5.4,2.35,44000.0
248.0,110.0,282.0,103.0,11000.0,124051759.0,239.0,180000000.0,2016.0,10000.0,6.6,2.35,29000.0
284.0,150.0,80.0,82.0,1000.0,291709845.0,1463.0,180000000.0,2005.0,190.0,6.9,2.35,0.0
396.0,144.0,0.0,1000.0,34000.0,154985087.0,622.0,178000000.0,2016.0,13000.0,7.3,2.35,54000.0
645.0,152.0,22000.0,11000.0,23000.0,533316061.0,4667.0,185000000.0,2008.0,13000.0,9.0,2.35,37000.0
408.0,96.0,0.0,262.0,1000.0,292979556.0,704.0,175000000.0,2009.0,848.0,8.3,1.85,27000.0
219.0,94.0,11.0,459.0,1000.0,198332128.0,187.0,175000000.0,2009.0,973.0,6.5,2.35,0.0
486.0,126.0,4000.0,4000.0,21000.0,318298180.0,1055.0,140000000.0,2008.0,12000.0,7.9,2.35,10000.0
682.0,126.0,17000.0,1000.0,17000.0,73820094.0,678.0,170000000.0,2011.0,16000.0,7.5,1.85,42000.0
85.0,106.0,188.0,582.0,10000.0,113745408.0,648.0,170000000.0,1999.0,4000.0,4.8,1.85,0.0
264.0,112.0,357.0,595.0,5000.0,102176165.0,501.0,145000000.0,2008.0,3000.0,5.2,2.35,0.0
418.0,123.0,452.0,329.0,10000.0,161087183.0,971.0,175000000.0,2016.0,336.0,6.9,2.35,80000.0
186.0,96.0,293.0,7000.0,87000.0,100289690.0,257.0,175000000.0,2007.0,11000.0,5.4,2.35,2000.0
585.0,113.0,218.0,509.0,10000.0,100189501.0,741.0,178000000.0,2014.0,854.0,7.9,2.35,77000.0
91.0,176.0,58.0,60.0,711.0,88246220.0,309.0,175000000.0,1995.0,60.0,6.1,1.85,0.0
250.0,118.0,208.0,570.0,23000.0,150167630.0,534.0,175000000.0,2009.0,2000.0,5.8,2.35,0.0
536.0,95.0,0.0,384.0,1000.0,356454367.0,773.0,175000000.0,2015.0,767.0,8.3,1.85,118000.0
370.0,106.0,4000.0,591.0,19000.0,362645141.0,398.0,175000000.0,2016.0,13000.0,7.8,1.85,65000.0
453.0,124.0,4000.0,4000.0,21000.0,312057433.0,723.0,200000000.0,2010.0,19000.0,7.0,2.35,18000.0
416.0,132.0,274.0,11000.0,26000.0,155111815.0,710.0,170000000.0,2012.0,17000.0,6.1,2.35,53000.0
401.0,97.0,171.0,846.0,11000.0,241407328.0,634.0,180000000.0,2014.0,2000.0,7.0,2.35,89000.0
521.0,130.0,198.0,884.0,10000.0,208543795.0,620.0,170000000.0,2014.0,2000.0,7.6,1.85,45000.0
218.0,128.0,47.0,982.0,18000.0,38297305.0,324.0,175000000.0,2013.0,1000.0,6.3,2.35,35000.0
576.0,136.0,94.0,2000.0,19000.0,259746958.0,742.0,170000000.0,2014.0,11000.0,7.8,2.35,55000.0
226.0,93.0,31.0,213.0,4000.0,238371987.0,173.0,165000000.0,2010.0,225.0,6.4,2.35,0.0
443.0,130.0,663.0,604.0,2000.0,93417865.0,497.0,190000000.0,2015.0,638.0,6.5,2.2,37000.0
384.0,102.0,38.0,562.0,756.0,222487711.0,433.0,165000000.0,2014.0,719.0,7.9,2.39,41000.0
377.0,101.0,66.0,833.0,975.0,189412677.0,345.0,165000000.0,2012.0,931.0,7.8,2.35,40000.0
188.0,100.0,0.0,267.0,15000.0,665426.0,444.0,165000000.0,2004.0,726.0,6.6,2.35,10000.0
286.0,120.0,776.0,535.0,890.0,102315545.0,520.0,165000000.0,2016.0,812.0,5.5,2.35,67000.0
288.0,98.0,255.0,759.0,18000.0,217387997.0,492.0,165000000.0,2010.0,953.0,8.2,2.35,33000.0
280.0,109.0,84.0,191.0,648.0,150350192.0,1676.0,200000000.0,2003.0,284.0,6.4,2.35,0.0
653.0,121.0,571.0,3000.0,14000.0,333130696.0,1097.0,170000000.0,2014.0,14000.0,8.1,2.35,96000.0
712.0,169.0,22000.0,6000.0,11000.0,187991439.0,2725.0,165000000.0,2014.0,11000.0,8.6,2.35,349000.0
642.0,148.0,22000.0,23000.0,29000.0,292568851.0,2803.0,160000000.0,2010.0,27000.0,8.8,2.35,175000.0
645.0,182.0,0.0,773.0,5000.0,303001229.0,1367.0,180000000.0,2012.0,972.0,7.9,2.35,166000.0
187.0,106.0,357.0,4000.0,23000.0,144512310.0,988.0,38000000.0,2001.0,14000.0,6.7,2.35,14000.0
362.0,166.0,21000.0,919.0,11000.0,127490802.0,822.0,150000000.0,2008.0,1000.0,7.8,2.35,23000.0
500.0,132.0,905.0,1000.0,34000.0,146405371.0,698.0,160000000.0,2011.0,13000.0,7.8,2.35,54000.0
389.0,137.0,508.0,14000.0,34000.0,281666058.0,383.0,160000000.0,2015.0,22000.0,6.6,2.35,38000.0
235.0,109.0,226.0,370.0,12000.0,63143812.0,238.0,150000000.0,2010.0,418.0,6.1,2.35,11000.0
231.0,98.0,249.0,702.0,87000.0,60655503.0,629.0,160000000.0,2006.0,2000.0,5.6,2.35,0.0
218.0,113.0,33.0,11000.0,40000.0,76846624.0,131.0,170000000.0,2016.0,25000.0,6.4,1.85,30000.0
227.0,93.0,50.0,692.0,3000.0,320706665.0,326.0,160000000.0,2007.0,795.0,6.1,1.85,0.0
275.0,123.0,0.0,648.0,3000.0,46978995.0,781.0,160000000.0,2016.0,716.0,7.3,2.35,89000.0
474.0,126.0,230.0,2000.0,24000.0,89732035.0,867.0,155000000.0,2015.0,10000.0,6.6,2.35,82000.0
228.0,113.0,150.0,59.0,531.0,104383624.0,227.0,155000000.0,2010.0,82.0,6.3,1.78,11000.0
191.0,184.0,0.0,691.0,3000.0,198539855.0,1999.0,140000000.0,2001.0,961.0,6.1,2.35,0.0
396.0,144.0,0.0,581.0,662.0,318759914.0,1782.0,150000000.0,2007.0,599.0,7.1,2.35,8000.0
248.0,206.0,0.0,591.0,12000.0,34293771.0,1390.0,155000000.0,2004.0,11000.0,5.5,2.35,0.0
329.0,138.0,282.0,687.0,21000.0,292000866.0,1108.0,150000000.0,2007.0,11000.0,7.5,2.35,0.0
295.0,157.0,179.0,10000.0,21000.0,289994397.0,1896.0,150000000.0,2005.0,11000.0,7.6,2.35,0.0
318.0,102.0,532.0,979.0,10000.0,227946274.0,590.0,150000000.0,2008.0,9000.0,6.4,2.35,0.0
323.0,104.0,508.0,558.0,10000.0,256386216.0,1413.0,150000000.0,2007.0,1000.0,7.2,2.35,11000.0
276.0,115.0,13000.0,588.0,40000.0,206456431.0,1361.0,150000000.0,2005.0,16000.0,6.7,1.85,0.0
318.0,111.0,663.0,954.0,1000.0,206435493.0,626.0,150000000.0,2007.0,1000.0,8.0,2.35,10000.0
478.0,128.0,22000.0,11000.0,23000.0,205343774.0,2685.0,150000000.0,2005.0,14000.0,8.3,2.35,15000.0
167.0,89.0,35.0,436.0,1000.0,179982968.0,119.0,150000000.0,2008.0,851.0,6.7,1.85,0.0
185.0,105.0,189.0,1000.0,49000.0,177243721.0,209.0,150000000.0,2009.0,3000.0,5.9,2.35,2000.0
350.0,119.0,151.0,2000.0,20000.0,179883016.0,641.0,150000000.0,2009.0,16000.0,6.7,2.35,0.0
245.0,129.0,0.0,233.0,309.0,139259759.0,2121.0,150000000.0,2003.0,269.0,6.7,2.35,0.0
406.0,102.0,69.0,490.0,1000.0,400736600.0,904.0,150000000.0,2013.0,523.0,7.6,2.24,58000.0
275.0,138.0,0.0,30.0,234.0,281492479.0,2789.0,150000000.0,2003.0,198.0,7.2,2.35,0.0
486.0,112.0,230.0,12000.0,26000.0,206360018.0,532.0,170000000.0,2013.0,20000.0,7.1,2.35,63000.0
739.0,120.0,750.0,943.0,27000.0,153629485.0,1588.0,150000000.0,2015.0,9000.0,8.1,2.35,191000.0
298.0,146.0,2000.0,294.0,15000.0,133375846.0,435.0,150000000.0,2009.0,745.0,6.7,2.35,0.0
516.0,115.0,0.0,12000.0,26000.0,181015141.0,738.0,150000000.0,2011.0,20000.0,7.0,2.35,63000.0
225.0,96.0,59.0,699.0,17000.0,114053579.0,178.0,150000000.0,2008.0,759.0,6.9,1.85,0.0
145.0,88.0,12.0,182.0,730.0,119420252.0,90.0,150000000.0,2009.0,607.0,5.1,2.35,0.0
310.0,99.0,473.0,502.0,14000.0,83640426.0,253.0,150000000.0,2012.0,897.0,5.8,1.85,19000.0
526.0,113.0,13000.0,16000.0,40000.0,79711678.0,479.0,100000000.0,2012.0,17000.0,6.2,1.85,82000.0
465.0,131.0,188.0,641.0,10000.0,195000874.0,440.0,150000000.0,2015.0,10000.0,7.4,2.35,47000.0
357.0,119.0,394.0,162.0,12000.0,61937495.0,432.0,150000000.0,2010.0,490.0,5.8,1.85,0.0
194.0,91.0,58.0,826.0,2000.0,126597121.0,206.0,150000000.0,2007.0,852.0,6.2,1.85,0.0
284.0,90.0,90.0,15.0,11000.0,165230261.0,209.0,150000000.0,2011.0,10000.0,7.3,2.35,20000.0
280.0,103.0,0.0,346.0,1000.0,131564731.0,1382.0,150000000.0,2010.0,756.0,4.2,2.35,18000.0
310.0,124.0,14000.0,979.0,22000.0,133382309.0,871.0,150000000.0,2006.0,10000.0,6.9,2.35,0.0
339.0,131.0,776.0,256.0,17000.0,73103784.0,434.0,150000000.0,2013.0,551.0,6.4,2.35,33000.0
132.0,88.0,25.0,433.0,921.0,21379315.0,112.0,150000000.0,2011.0,562.0,5.4,2.35,0.0
135.0,85.0,42.0,586.0,20000.0,64459316.0,122.0,149000000.0,2006.0,14000.0,6.7,1.85,0.0
256.0,111.0,456.0,394.0,20000.0,34964818.0,186.0,150000000.0,2015.0,548.0,5.8,2.35,24000.0
196.0,92.0,50.0,517.0,3000.0,111505642.0,130.0,145000000.0,2014.0,1000.0,6.9,1.85,11000.0
220.0,196.0,249.0,844.0,11000.0,133228348.0,1694.0,175000000.0,2004.0,5000.0,7.2,2.35,0.0
211.0,93.0,35.0,436.0,851.0,216366733.0,154.0,145000000.0,2012.0,770.0,6.9,1.85,17000.0
264.0,133.0,93.0,746.0,769.0,160201106.0,1185.0,142000000.0,2002.0,766.0,6.1,2.35,0.0
464.0,116.0,176.0,322.0,783.0,118099659.0,1211.0,144000000.0,2016.0,370.0,5.5,2.35,62000.0
167.0,153.0,0.0,537.0,13000.0,201573391.0,1171.0,140000000.0,1998.0,12000.0,6.6,2.35,11000.0
208.0,88.0,188.0,826.0,10000.0,190418803.0,606.0,140000000.0,2002.0,3000.0,6.1,1.85,2000.0
287.0,115.0,0.0,964.0,18000.0,82161969.0,505.0,150000000.0,2007.0,12000.0,6.3,2.35,3000.0
210.0,95.0,5.0,967.0,24000.0,143523463.0,145.0,145000000.0,2016.0,11000.0,7.2,2.35,24000.0
432.0,133.0,663.0,690.0,10000.0,209364921.0,512.0,145000000.0,2011.0,10000.0,7.4,2.35,35000.0
256.0,97.0,52.0,161.0,20000.0,103400692.0,174.0,145000000.0,2012.0,315.0,7.3,1.85,25000.0
135.0,90.0,23.0,233.0,957.0,110332737.0,258.0,100000000.0,2005.0,550.0,6.1,2.35,2000.0
190.0,154.0,380.0,445.0,10000.0,111110575.0,928.0,140000000.0,2003.0,956.0,7.7,2.35,0.0
314.0,150.0,0.0,748.0,23000.0,65007045.0,657.0,140000000.0,2014.0,893.0,6.1,2.35,51000.0
518.0,127.0,14000.0,981.0,26000.0,257704099.0,1559.0,150000000.0,2009.0,12000.0,8.0,2.35,19000.0
291.0,121.0,0.0,4000.0,24000.0,403706375.0,2012.0,139000000.0,2002.0,11000.0,7.3,1.85,5000.0
292.0,102.0,255.0,953.0,18000.0,176997107.0,343.0,145000000.0,2014.0,3000.0,7.9,2.35,46000.0
184.0,126.0,295.0,284.0,18000.0,31141074.0,273.0,140000000.0,2016.0,934.0,5.5,2.35,24000.0
145.0,121.0,357.0,653.0,820.0,31704416.0,388.0,135000000.0,2005.0,780.0,5.0,2.35,0.0
451.0,215.0,0.0,413.0,986.0,107503316.0,1229.0,130000000.0,2009.0,745.0,7.7,2.35,18000.0
141.0,127.0,503.0,91.0,5000.0,129734803.0,287.0,140000000.0,1998.0,808.0,6.6,2.35,0.0
267.0,138.0,0.0,258.0,820.0,132122995.0,1445.0,137000000.0,2003.0,300.0,5.7,1.85,0.0
351.0,122.0,209.0,934.0,17000.0,122512052.0,288.0,130000000.0,2013.0,12000.0,5.8,2.35,42000.0
163.0,124.0,42.0,848.0,11000.0,68642452.0,463.0,130000000.0,2005.0,973.0,6.0,2.35,0.0
166.0,106.0,6.0,422.0,12000.0,32131830.0,788.0,137000000.0,2001.0,2000.0,6.4,1.85,0.0
510.0,124.0,394.0,2000.0,11000.0,176636816.0,679.0,140000000.0,2011.0,3000.0,6.9,2.35,46000.0
197.0,128.0,150.0,244.0,766.0,126930660.0,683.0,135000000.0,1999.0,536.0,6.4,2.35,2000.0
244.0,138.0,608.0,168.0,613.0,93926386.0,684.0,150000000.0,2003.0,172.0,7.4,2.35,0.0
322.0,115.0,386.0,12000.0,21000.0,292298923.0,329.0,120000000.0,2012.0,17000.0,5.5,2.35,65000.0
156.0,100.0,750.0,988.0,49000.0,63992328.0,79.0,135000000.0,2011.0,11000.0,5.9,2.35,0.0
354.0,135.0,255.0,882.0,3000.0,134518390.0,643.0,150000000.0,2008.0,1000.0,6.8,2.35,0.0
252.0,117.0,14000.0,358.0,535.0,52792307.0,106.0,140000000.0,2016.0,400.0,6.8,2.35,27000.0
556.0,156.0,0.0,733.0,29000.0,183635922.0,1188.0,135000000.0,2015.0,27000.0,8.1,2.35,190000.0
166.0,96.0,13.0,463.0,16000.0,83024900.0,90.0,135000000.0,2013.0,881.0,6.5,2.35,13000.0
362.0,107.0,563.0,939.0,40000.0,123207194.0,337.0,135000000.0,2011.0,1000.0,7.2,2.35,26000.0
153.0,92.0,35.0,179.0,19000.0,83348920.0,118.0,132000000.0,2014.0,411.0,6.7,1.85,11000.0
329.0,115.0,521.0,883.0,13000.0,227137090.0,820.0,110000000.0,2007.0,897.0,8.1,2.35,0.0
266.0,92.0,54.0,562.0,11000.0,215395021.0,360.0,130000000.0,2008.0,967.0,7.6,2.35,6000.0
517.0,117.0,235.0,680.0,2000.0,180191634.0,549.0,130000000.0,2015.0,2000.0,7.4,1.85,61000.0
502.0,146.0,508.0,523.0,34000.0,424645577.0,706.0,130000000.0,2013.0,14000.0,7.6,2.35,82000.0
165.0,94.0,12.0,183.0,17000.0,177343675.0,214.0,135000000.0,2015.0,523.0,6.7,1.85,26000.0
401.0,116.0,14000.0,807.0,10000.0,234277056.0,2741.0,132000000.0,2005.0,1000.0,6.5,1.85,0.0
94.0,147.0,0.0,877.0,10000.0,138396624.0,511.0,130000000.0,2003.0,898.0,6.6,2.35,0.0
246.0,90.0,50.0,397.0,4000.0,149234747.0,137.0,130000000.0,2011.0,442.0,6.7,2.35,16000.0
330.0,101.0,176.0,282.0,11000.0,118311368.0,514.0,110000000.0,2010.0,702.0,6.4,2.35,23000.0
434.0,138.0,0.0,8000.0,12000.0,101160529.0,1240.0,125000000.0,2014.0,9000.0,5.8,1.85,71000.0
440.0,107.0,14000.0,845.0,2000.0,77564037.0,447.0,135000000.0,2011.0,871.0,7.4,2.35,44000.0
274.0,142.0,0.0,10000.0,11000.0,249358727.0,1504.0,130000000.0,2004.0,10000.0,7.8,2.35,11000.0
245.0,165.0,1000.0,165.0,309.0,49551662.0,450.0,130000000.0,2008.0,284.0,6.6,2.35,0.0
349.0,100.0,0.0,894.0,10000.0,60522097.0,744.0,130000000.0,2013.0,943.0,4.9,2.35,37000.0
145.0,82.0,0.0,388.0,1000.0,137748063.0,241.0,127500000.0,2000.0,558.0,6.5,1.85,0.0
154.0,98.0,189.0,1000.0,49000.0,113733726.0,126.0,127000000.0,2014.0,3000.0,6.2,1.85,11000.0
233.0,95.0,96.0,8000.0,24000.0,148337537.0,187.0,130000000.0,2010.0,11000.0,7.3,2.35,13000.0
258.0,159.0,0.0,645.0,11000.0,317557891.0,1571.0,125000000.0,2001.0,687.0,7.5,2.35,16000.0
208.0,96.0,124.0,1000.0,16000.0,33592415.0,210.0,130000000.0,2013.0,12000.0,5.6,2.35,20000.0
271.0,143.0,563.0,1000.0,40000.0,305388685.0,2113.0,140000000.0,2003.0,5000.0,8.1,2.35,10000.0
403.0,123.0,508.0,14000.0,34000.0,337103873.0,591.0,125000000.0,2014.0,22000.0,6.7,2.35,52000.0
294.0,174.0,2000.0,362.0,15000.0,217536138.0,1966.0,125000000.0,2006.0,574.0,6.6,2.35,0.0
159.0,101.0,107.0,56.0,688.0,131536019.0,99.0,103000000.0,2014.0,237.0,6.4,2.35,0.0
289.0,134.0,0.0,346.0,20000.0,214948780.0,1055.0,110000000.0,2003.0,505.0,7.5,2.35,0.0
342.0,132.0,681.0,12000.0,23000.0,209805005.0,366.0,125000000.0,2011.0,14000.0,7.3,2.35,54000.0
382.0,129.0,0.0,154.0,21000.0,186830669.0,412.0,125000000.0,2011.0,979.0,7.5,2.35,39000.0
344.0,106.0,255.0,850.0,14000.0,163192114.0,637.0,125000000.0,2010.0,1000.0,5.8,2.35,15000.0
196.0,113.0,719.0,217.0,605.0,119412921.0,391.0,65000000.0,1990.0,308.0,7.5,1.85,0.0
85.0,102.0,323.0,241.0,845.0,32694788.0,546.0,85000000.0,1999.0,372.0,6.6,2.35,0.0
436.0,135.0,209.0,602.0,10000.0,113165635.0,504.0,125000000.0,2012.0,826.0,6.7,2.35,31000.0
183.0,125.0,541.0,409.0,920.0,107285004.0,1018.0,125000000.0,1997.0,890.0,3.7,1.85,0.0
175.0,110.0,2000.0,636.0,1000.0,260031035.0,482.0,123000000.0,2000.0,722.0,6.0,1.85,0.0
239.0,124.0,776.0,812.0,15000.0,186739919.0,1159.0,125000000.0,2004.0,2000.0,6.4,2.35,19000.0
237.0,123.0,610.0,653.0,10000.0,215397307.0,1426.0,125000000.0,2000.0,794.0,6.1,2.35,0.0
231.0,130.0,249.0,461.0,784.0,182618434.0,779.0,140000000.0,2000.0,638.0,6.4,2.35,0.0
262.0,92.0,167.0,702.0,11000.0,131920333.0,436.0,130000000.0,2007.0,2000.0,5.6,2.35,0.0
552.0,127.0,0.0,341.0,774.0,124976634.0,755.0,120000000.0,2012.0,358.0,8.0,1.85,122000.0
276.0,123.0,160.0,402.0,12000.0,115802596.0,681.0,110000000.0,2007.0,701.0,5.2,2.35,0.0
267.0,123.0,521.0,265.0,13000.0,108521835.0,297.0,120000000.0,2016.0,365.0,7.1,2.35,31000.0
102.0,107.0,368.0,1000.0,2000.0,100685880.0,554.0,120000000.0,2003.0,1000.0,4.8,2.35,0.0
775.0,124.0,0.0,641.0,13000.0,126464904.0,2326.0,130000000.0,2012.0,9000.0,7.0,2.35,97000.0
71.0,77.0,50.0,537.0,886.0,64736114.0,69.0,120000000.0,2002.0,799.0,5.4,1.85,459.0
476.0,109.0,662.0,1000.0,13000.0,93050117.0,814.0,115000000.0,2013.0,2000.0,6.6,2.35,61000.0
207.0,134.0,123.0,567.0,14000.0,57637485.0,666.0,105000000.0,2004.0,850.0,6.7,2.35,0.0
492.0,117.0,294.0,1000.0,10000.0,58607007.0,630.0,100000000.0,2014.0,2000.0,6.2,2.35,60000.0
284.0,135.0,0.0,87.0,690.0,43929341.0,414.0,120000000.0,2008.0,107.0,6.1,2.35,0.0
168.0,121.0,274.0,157.0,273.0,30212620.0,196.0,120000000.0,2010.0,216.0,5.3,1.85,0.0
283.0,117.0,446.0,877.0,10000.0,76418654.0,348.0,117000000.0,2010.0,973.0,6.3,2.35,11000.0
539.0,124.0,364.0,1000.0,11000.0,89021735.0,892.0,120000000.0,2013.0,10000.0,7.0,2.35,71000.0
359.0,140.0,0.0,4000.0,20000.0,380262555.0,3286.0,113000000.0,2005.0,16000.0,7.6,2.35,10000.0
284.0,142.0,0.0,4000.0,20000.0,310675583.0,3516.0,115000000.0,2002.0,16000.0,6.7,1.78,0.0
250.0,92.0,0.0,773.0,12000.0,289907418.0,593.0,115000000.0,2001.0,1000.0,8.1,1.85,0.0
440.0,138.0,446.0,929.0,20000.0,132550960.0,533.0,120000000.0,2013.0,992.0,6.7,2.35,68000.0
